Discrete Score,Genre,IMDB Score (bin),Language,Premiere,Runtime (bin),Simplified Genre,Title,IMDB Score,percent of good,Premiere Month,Premiere Year,Runtime
average,Teen comedy horror,6.0,English,10/13/2017,82,comedy,The Babysitter,6.3,1,10,2017,85
average,Science fiction/Drama,6.0,English,3/31/2017,94,drama,The Discovery,6.3,1,3,2017,102
average,Drama,6.0,Japanese,10/11/2019,140,drama,The Forest of Love,6.3,1,10,2019,151
average,Comedy-drama,6.0,English,10/18/2019,94,drama,The Laundromat,6.3,1,10,2019,98
average,Documentary,6.0,English,3/29/2019,82,documentary,The Legend of Cocaine Island,6.3,1,3,2019,87
average,Crime drama,6.0,English/Japanese,3/9/2018,117,drama,The Outsider,6.3,1,3,2018,120
average,Thriller,6.0,Korean,4/23/2020,129,thriller,Time to Hunt,6.3,1,4,2020,134
average,Romantic comedy,6.0,English,2/12/2021,105,romantic,To All the Boys: Always and Forever,6.3,1,2,2021,109
average,Documentary,6.0,English,8/28/2019,82,documentary,Travis Scott: Look Mom I Can Fly,6.3,1,8,2019,85
average,Drama,6.0,English,3/27/2020,94,drama,Uncorked,6.3,1,3,2020,103
average,Documentary,6.0,French,8/5/2020,94,documentary,Anelka: Misunderstood,6.4,1,8,2020,94
average,Concert Film,6.0,English,12/21/2020,94,music,"Ariana Grande: Excuse Me, I Love You",6.4,1,12,2020,97
average,Science fiction/Thriller,6.0,English,9/16/2016,82,thriller,ARQ,6.4,1,9,2016,88
average,Documentary,6.0,English/Spanish,9/25/2019,35,documentary,Birders,6.4,1,9,2019,37
average,Musical comedy,6.0,Spanish,12/24/2019,105,comedy,Como Caído del Cielo,6.4,1,12,2019,112
average,Sports-drama,6.0,English,3/30/2018,94,drama,First Match,6.4,1,3,2018,102
average,Thriller,6.0,English,10/11/2019,94,thriller,Fractured,6.4,1,10,2019,100
average,Drama,6.0,English,2/16/2018,94,drama,Irreplaceable You,6.4,1,2,2018,96
average,Romantic comedy,6.0,German,2/14/2020,105,romantic,Isi & Ossi,6.4,1,2,2020,113
average,Documentary,6.0,English,8/20/2020,12,documentary,John Was Trying to Contact Aliens,6.4,1,8,2020,16
average,Romantic drama,6.0,Indonesian,2/11/2021,117,drama,Layla Majnun,6.4,1,2,2021,119
average,Documentary,6.0,English,4/29/2020,94,documentary,Murder to Mercy: The Cyntoia Brown Story,6.4,1,4,2020,97
average,Documentary,6.0,English,12/13/2014,70,documentary,My Own Man,6.4,1,12,2014,81
average,Comedy-drama,6.0,English,9/21/2018,94,drama,Nappily Ever After,6.4,1,9,2018,98
average,Animation/Musical/Adventure,6.0,English,10/23/2020,94,animation,Over the Moon,6.4,1,10,2020,95
average,Drama,6.0,French,10/12/2019,94,drama,Street Flow,6.4,1,10,2019,96
average,Documentary,6.0,English,,105,documentary,Strong Island,6.4,1,,,107
average,Animation / Musicial,6.0,English,9/27/2019,35,animation,Sturgill Simpson Presents: Sound & Fury,6.4,1,9,2019,41
average,Documentary,6.0,English,3/16/2018,82,documentary,Take Your Pills,6.4,1,3,2018,87
average,Comedy-drama,6.0,Indonesian,1/14/2021,94,drama,The Heartbreak Club,6.4,1,1,2021,101
average,Documentary,6.0,English,5/5/2017,94,documentary,The Mars Generation,6.4,1,5,2017,97
average,Thriller,6.0,Spanish,3/25/2020,94,thriller,The Occupant,6.4,1,3,2020,103
average,Animation/Comedy/Adventure,6.0,English,4/22/2020,82,comedy,The Willoughbys,6.4,1,4,2020,90
average,Action-thriller,6.0,English,3/13/2019,117,thriller,Triple Frontier,6.4,1,3,2019,125
average,Documentary,6.0,Spanish/Catalan,9/28/2018,105,documentary,Two Catalonias,6.4,1,9,2018,116
average,Drama,6.0,English,3/8/2019,94,drama,Walk. Ride. Rodeo.,6.4,1,3,2019,99
average,Action thriller,6.0,English,10/20/2017,82,thriller,Wheelman,6.4,1,10,2017,82
average,Romantic comedy,6.0,English,2/9/2018,94,romantic,When We First Met,6.4,1,2,2018,97
average,Documentary,6.0,English/Spanish,10/28/2019,23,documentary,A 3 Minute Hug,6.5,1,10,2019,28
average,Romance,6.0,English,2/28/2020,105,romantic,All the Bright Places,6.5,1,2,2020,108
average,Drama,6.0,English,8/28/2020,82,drama,All Together Now,6.5,1,8,2020,93
average,Anime/Science fiction,6.0,Japanese,3/19/2020,70,science fiction,Altered Carbon: Resleeved,6.5,1,3,2020,74
average,Documentary,6.0,French,3/21/2019,58,documentary,Antoine Griezmann: The Making of a Legend,6.5,1,3,2019,60
average,Animation / Short,6.0,English,12/11/2020,0,animation,Canvas,6.5,1,12,2020,9
average,Documentary,6.0,English,4/17/2021,12,documentary,Chadwick Boseman: Portrait of an Artist,6.5,1,4,2021,21
average,Comedy,6.0,Hindi,5/31/2019,94,comedy,Chopsticks,6.5,1,5,2019,100
average,War drama,6.0,English,6/12/2020,152,drama,Da 5 Bloods,6.5,1,6,2020,155
average,Documentary,6.0,English,4/7/2021,47,documentary,Dolly Parton: A MusiCares Tribute,6.5,1,4,2021,55
average,Musical comedy,6.0,English,6/26/2020,117,comedy,Eurovision Song Contest: The Story of Fire Saga,6.5,1,6,2020,123
average,Horror thriller,6.0,English,9/29/2017,94,thriller,Gerald's Game,6.5,1,9,2017,103
average,Thriller,6.0,English,10/30/2020,82,thriller,His House,6.5,1,10,2020,93
average,Family/Christmas musical,6.0,English,11/13/2020,117,family,Jingle Jangle: A Christmas Journey,6.5,1,11,2020,119
average,Documentary,6.0,English/Swedish,6/14/2019,35,documentary,Life Overtakes Me,6.5,1,6,2019,40
average,Drama,6.0,Hindi,6/15/2018,117,drama,Lust Stories,6.5,1,6,2018,120
average,Drama,6.0,English,5/7/2021,94,drama,Monster,6.5,1,5,2021,98
average,Adventure,6.0,English,12/7/2018,94,adventure,Mowgli: Legend of the Jungle,6.5,1,12,2018,104
average,Drama,6.0,Spanish,6/24/2020,82,drama,Nobody Knows I'm Here,6.5,1,6,2020,91
average,Documentary,6.0,English,6/23/2017,94,documentary,Nobody Speak: Trials of the Free Press,6.5,1,6,2017,95
average,Science fiction thriller,6.0,French,5/12/2021,94,thriller,Oxygen,6.5,1,5,2021,101
average,Romantic comedy,6.0,English,6/15/2018,94,romantic,Set It Up,6.5,1,6,2018,105
average,Comedy,6.0,English,7/28/2017,82,comedy,The Incredible Jessica James,6.5,1,7,2017,83
average,Drama,6.0,English/Taiwanese/Mandarin,4/10/2020,82,drama,Tigertail,6.5,1,4,2020,91
average,Romance,6.0,English,4/21/2017,82,romantic,Tramps,6.5,1,4,2017,83
average,Drama / Short,6.0,English,1/20/2020,12,drama,What Did Jack Do?,6.5,1,1,2020,17
average,Hidden-camera prank comedy,6.5,English,3/26/2021,82,comedy,Bad Trip,6.6,1,3,2021,86
average,Psychological thriller,6.5,English,12/21/2018,117,thriller,Bird Box,6.6,1,12,2018,124
average,Horror,6.5,Hindi,6/24/2020,94,horror,Bulbbul,6.6,1,6,2020,94
average,Romantic comedy,6.5,Spanish,2/26/2021,94,romantic,Crazy About Her,6.6,1,2,2021,102
average,Romance,6.5,Spanish,6/7/2019,117,romantic,Elisa & Marcela,6.6,1,6,2019,118
average,Documentary,6.5,English,8/19/2016,70,documentary,I'll Sleep When I'm Dead,6.6,1,8,2016,79
average,Psychological thriller,6.5,English,9/4/2020,129,thriller,I'm Thinking of Ending Things,6.6,1,9,2020,134
average,Documentary,6.5,English,10/25/2019,117,documentary,It Takes a Lunatic,6.6,1,10,2019,126
average,Drama,6.5,Hindi,5/7/2021,94,drama,Milestone,6.6,1,5,2021,98
average,Documentary,6.5,English,6/29/2018,82,documentary,Recovery Boys,6.6,1,6,2018,89
average,Documentary,6.5,English,12/7/2018,47,documentary,ReMastered: Who Killed Jam Master Jay?,6.6,1,12,2018,58
average,Documentary,6.5,English,11/23/2020,82,documentary,Shawn Mendes: In Wonder,6.6,1,11,2020,83
average,Science fiction,6.5,Korean,2/5/2021,129,science fiction,Space Sweepers,6.6,1,2,2021,136
average,Documentary,6.5,English,12/7/2018,94,documentary,The American Meme,6.6,1,12,2018,98
average,Spy thriller,6.5,English,9/14/2018,105,thriller,The Angel,6.6,1,9,2018,114
average,Crime drama,6.5,Spanish,8/20/2020,94,drama,The Crimes That Bind,6.6,1,8,2020,99
average,Spy thriller,6.5,English,7/31/2019,129,thriller,The Red Sea Diving Resort,6.6,1,7,2019,130
average,Documentary,6.5,English,1/15/2021,23,documentary,What Would Sophia Loren Do?,6.6,1,1,2021,32
average,Anime/Fantasy,6.5,Japanese,6/18/2020,94,animation,A Whisker Away,6.7,1,6,2020,104
average,Drama,6.5,Hindi,4/16/2021,140,drama,Ajeeb Daastaans,6.7,1,4,2021,142
average,Animated musical comedy,6.5,English,4/16/2021,82,comedy,Arlo the Alligator Boy,6.7,1,4,2021,92
average,Documentary,6.5,English,11/20/2019,82,documentary,"Bikram: Yogi, Guru, Predator",6.7,1,11,2019,86
average,Anime/Science fiction,6.5,Japanese,5/20/2017,105,science fiction,Blame!,6.7,1,5,2017,106
average,Drama,6.5,English,5/27/2021,94,drama,Blue Miracle,6.7,1,5,2021,95
average,Documentary,6.5,English,6/16/2017,82,documentary,CounterPunch,6.7,1,6,2017,91
average,Documentary,6.5,English,1/11/2021,82,documentary,"Crack: Cocaine, Corruption & Conspiracy",6.7,1,1,2021,89
average,Action,6.5,English,4/24/2020,117,action,Extraction,6.7,1,4,2020,117
average,Documentary,6.5,English,12/11/2020,82,documentary,Giving Voice,6.7,1,12,2020,90
average,Drama,6.5,English,11/24/2020,117,drama,Hillbilly Elegy,6.7,1,11,2020,117
average,Documentary,6.5,Thia/English,9/15/2020,70,documentary,Hope Frozen: A Quest to Live Twice,6.7,1,9,2020,80
average,Drama,6.5,English,2/3/2017,82,drama,Imperial Dreams,6.7,1,2,2017,87
average,Comedy,6.5,Portuguese,12/3/2020,94,comedy,Just Another Christmas,6.7,1,12,2020,101
average,Documentary,6.5,Japanese,10/28/2019,12,documentary,Little Miss Sumo,6.7,1,10,2019,19
average,Romantic drama,6.5,English,2/5/2021,105,drama,Malcolm & Marie,6.7,1,2,2021,106
average,Variety Show,6.5,English,2/7/2017,47,variety,"Michael Bolton's Big, Sexy, Valentine's Day Special",6.7,1,2,2017,54
average,Drama,6.5,English,3/3/2021,105,drama,Moxie,6.7,1,3,2021,111
average,Drama,6.5,Korean,4/9/2021,129,drama,Night in Paradise,6.7,1,4,2021,132
average,Drama,6.5,Turkish,3/12/2021,94,drama,Paper Lives,6.7,1,3,2021,97
average,Documentary,6.5,Spanish,7/10/2019,105,documentary,Parchis: The Documentary,6.7,1,7,2019,106
average,Comedy-drama,6.5,English,7/29/2016,105,drama,Tallulah,6.7,1,7,2016,111
average,Superhero/Action,6.5,English,7/10/2020,117,action,The Old Guard,6.7,1,7,2020,124
average,Documentary,6.5,English,,105,documentary,Tony Robbins: I Am Not Your Guru,6.7,1,,,116
average,Drama,6.5,Hindi,10/18/2019,105,drama,Upstarts,6.7,1,10,2019,112
average,Drama,6.5,English,10/10/2018,140,drama,22 July,6.8,1,10,2018,144
average,Drama,6.5,Spanish,10/28/2016,70,drama,7 años,6.8,1,10,2016,76
average,Biographical/Comedy,6.5,English,1/26/2018,94,comedy,A Futile and Stupid Gesture,6.8,1,1,2018,101
average,Documentary,6.5,Spanish,3/20/2020,82,documentary,A Life of Speed: The Juan Manuel Fangio Story,6.8,1,3,2020,92
average,Documentary,6.5,English,9/21/2020,12,documentary,A Love Song for Latasha,6.8,1,9,2020,19
average,Documentary,6.5,English/Mandarin,5/3/2019,35,documentary,All in My Family,6.8,1,5,2019,39
average,Romantic comedy,6.5,English,5/31/2019,94,romantic,Always Be My Maybe,6.8,1,5,2019,102
average,Documentary,6.5,English,5/6/2020,82,documentary,Becoming,6.8,1,5,2020,89
average,Comedy,6.5,Hindi,8/3/2018,94,comedy,Long Live Brij Mohan,6.8,1,8,2018,105
average,Thriller,6.5,English,6/29/2018,94,thriller,Calibre,6.8,1,6,2018,101
average,Comedy,6.5,English,12/27/2020,58,comedy,Death to 2020,6.8,1,12,2020,70
average,Documentary,6.5,French,9/17/2020,94,documentary,GIMS: On the Record,6.8,1,9,2020,96
average,Documentary,6.5,English,5/11/2020,82,documentary,Have a Good Trip: Adventures in Psychedelics,6.8,1,5,2020,85
average,Documentary,6.5,English,9/12/2017,35,documentary,Heroin(e),6.8,1,9,2017,39
average,Documentary,6.5,English,4/20/2018,70,documentary,Mercury 13,6.8,1,4,2018,79
average,Documentary,6.5,English,11/21/2017,70,documentary,Saving Capitalism,6.8,1,11,2017,73
average,Drama,6.5,Hindi,10/2/2020,105,drama,Serious Men,6.8,1,10,2020,114
average,Drama,6.5,English,9/30/2020,117,drama,The Boys in the Band,6.8,1,9,2020,121
average,Aftershow / Interview,6.5,English,9/30/2020,23,variety,The Boys in the Band: Something Personal,6.8,1,9,2020,28
average,Drama,6.5,Italian,11/13/2020,94,drama,The Life Ahead,6.8,1,11,2020,95
average,Drama,6.5,English,11/2/2018,117,drama,The Other Side of the Wind,6.8,1,11,2018,122
average,Documentary,6.5,Georgian,2/9/2018,12,documentary,The Trader,6.8,1,2,2018,23
average,Drama,6.5,English,7/14/2017,105,drama,To the Bone,6.8,1,7,2017,107
average,Documentary,6.5,French,1/6/2021,94,documentary,Tony Parker: The Final Shot,6.8,1,1,2021,98
average,Thriller,6.5,Hindi,12/24/2020,105,thriller,AK vs AK,6.9,1,12,2020,108
average,Documentary,6.5,English,9/30/2016,82,documentary,Amanda Knox,6.9,1,9,2016,92
average,Documentary,6.5,French,10/8/2020,94,documentary,Bigflo & Oil: Hip Hop Frenzy,6.9,1,10,2020,100
average,Documentary,6.5,English,3/1/2021,94,documentary,Biggie: I Got a Story to Tell,6.9,1,3,2021,97
average,Animation / Short,6.5,English,12/28/2020,0,animation,Cops and Robbers,6.9,1,12,2020,7
average,Drama,6.5,English,2/24/2017,94,drama,I Don't Feel at Home in This World Anymore,6.9,1,2,2017,96
average,Documentary,6.5,Portuguese,5/19/2017,94,documentary,Laerte-se,6.9,1,5,2017,100
average,Biopic,6.5,English,12/4/2020,129,biopic,Mank,6.9,1,12,2020,132
average,Romance,6.5,English,9/29/2017,94,romantic,Our Souls at Night,6.9,1,9,2017,103
average,Historical-epic,6.5,English,11/9/2018,117,other,Outlaw King,6.9,1,11,2018,121
average,Comedy-drama,6.5,Hindi,3/26/2021,105,drama,Pagglait,6.9,1,3,2021,114
average,Documentary,6.5,English,10/12/2018,47,documentary,ReMastered: Who Shot the Sheriff?,6.9,1,10,2018,57
average,Documentary,6.5,English,2/9/2018,94,documentary,Seeing Allred,6.9,1,2,2018,95
average,Documentary,6.5,English,6/3/2020,82,documentary,Spelling the Dream,6.9,1,6,2020,83
average,Documentary,6.5,English,7/10/2020,12,documentary,The Claudia Kishi Club,6.9,1,7,2020,17
average,Romance,6.5,English,5/1/2020,94,romantic,The Half of It,6.9,1,5,2020,105
average,Crime drama,6.5,English,3/29/2019,129,drama,The Highwaymen,6.9,1,3,2019,131
average,Comedy / Musical,6.5,English,5/23/2019,23,comedy,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,6.9,1,5,2019,30
average,Comedy-drama,6.5,English,10/13/2017,105,drama,The Meyerowitz Stories (New and Selected),6.9,1,10,2017,112
average,Documentary,6.5,English,10/12/2018,82,documentary,Feminists: What Were They Thinking?,7,1,10,2018,86
average,Documentary,6.5,English,9/22/2017,94,documentary,Gaga: Five Foot Two,7,1,9,2017,100
average,Aftershow / Interview,6.5,English,11/3/2020,12,variety,I'm No Longer Here: A Discussion with Guillermo del Toro and Alfonso Cuaron,7,1,11,2020,14
average,Documentary,6.5,English,10/13/2017,105,documentary,Kingdom of Us,7,1,10,2017,109
average,Documentary,6.5,Spanish,11/20/2019,23,documentary,"Lorena, Light-Footed Woman",7,1,11,2019,28
average,Documentary,6.5,Spanish,9/15/2019,58,documentary,Los Tigres del Norte at Folsom Prison,7,1,9,2019,64
average,Drama,6.5,English,12/18/2020,94,drama,Ma Rainey's Black Bottom,7,1,12,2020,94
average,Aftershow / Interview,6.5,English,12/18/2020,23,variety,Ma Rainey's Black Bottom: A Legacy Brought to Screen,7,1,12,2020,31
average,Documentary,6.5,English,3/17/2021,94,documentary,Operation Varsity Blues: The College Admissions Scandal,7,1,3,2021,99
average,Documentary,6.5,English,2/23/2021,105,documentary,Pele,7,1,2,2021,108
average,Documentary,6.5,English,4/26/2019,47,documentary,ReMastered: Devil at the Crossroads,7,1,4,2019,48
average,Documentary,6.5,English,5/17/2019,82,documentary,ReMastered: The Lion's Share,7,1,5,2019,84
average,Documentary,6.5,English,3/22/2019,58,documentary,ReMastered: The Miami Showband Massacre,7,1,3,2019,70
average,Documentary,6.5,English,9/1/2017,23,documentary,Resurface,7,1,9,2017,27
average,Animation / Comedy,6.5,English,8/9/2019,35,comedy,Rocko's Modern Life: Static Cling,7,1,8,2019,45
average,Comedy,6.5,Italian,12/9/2020,117,comedy,Rose Island,7,1,12,2020,117
average,Christmas/Fantasy/Adventure/Comedy,6.5,English,11/22/2018,94,comedy,The Christmas Chronicles,7,1,11,2018,104
average,Biopic,6.5,English,3/22/2019,105,biopic,The Dirt,7,1,3,2019,108
average,Action-thriller,6.5,Indonesian,10/19/2018,117,thriller,The Night Comes for Us,7,1,10,2018,121
high,Aftershow / Interview,7.0,English,1/26/2017,35,variety,13th: A Conversation with Oprah Winfrey & Ava DuVernay,7.1,1,1,2017,36
high,Animation,7.0,English,11/30/2018,23,animation,Angela's Christmas,7.1,1,11,2018,30
high,Animation,7.0,English,12/1/2020,47,animation,Angela's Christmas Wish,7.1,1,12,2020,47
high,Drama,7.0,English,6/19/2019,105,drama,Beats,7.1,1,6,2019,110
high,Documentary,7.0,English,4/22/2020,82,documentary,Circus of Books,7.1,1,4,2020,92
high,Documentary,7.0,English,11/27/2020,70,documentary,Dance Dreams: Hot Chocolate Nutcracker,7.1,1,11,2020,80
high,Mentalism special,7.0,English,10/19/2018,47,other,Derren Brown: Sacrifice,7.1,1,10,2018,49
high,Documentary,7.0,Spanish,12/27/2019,70,documentary,El Pepe: A Supreme Life,7.1,1,12,2019,73
high,Documentary,7.0,English,5/4/2018,35,documentary,End Game,7.1,1,5,2018,40
high,Documentary,7.0,English,9/10/2019,94,documentary,Evelyn,7.1,1,9,2019,96
high,Crime drama,7.0,Dutch,5/14/2021,105,drama,Ferry,7.1,1,5,2021,106
high,Documentary,7.0,English,4/20/2019,94,documentary,Grass Is Greener,7.1,1,4,2019,97
high,Documentary,7.0,Spanish,10/27/2020,94,documentary,Guillermo Vilas: Settling the Score,7.1,1,10,2020,94
high,Documentary,7.0,English,5/26/2017,70,documentary,Joshua: Teenager vs. Superpower,7.1,1,5,2017,78
high,Documentary,7.0,English,9/18/2015,70,documentary,Keith Richards: Under the Influence,7.1,1,9,2015,81
high,Documentary,7.0,English,5/1/2019,82,documentary,Knock Down the House,7.1,1,5,2019,87
high,One-man show,7.0,English,11/13/2018,82,variety,Loudon Wainwright III: Surviving Twin,7.1,1,11,2018,91
high,Documentary,7.0,English,3/18/2016,82,documentary,My Beautiful Broken Brain,7.1,1,3,2016,91
high,Documentary,7.0,English,10/20/2017,94,documentary,One of Us,7.1,1,10,2017,95
high,Drama,7.0,English,1/7/2021,117,drama,Pieces of a Woman,7.1,1,1,2021,126
high,Documentary,7.0,English,4/6/2018,23,documentary,"Ram Dass, Going Home",7.1,1,4,2018,31
high,Documentary,7.0,English,11/2/2018,47,documentary,ReMastered: Tricky Dick & the Man in Black,7.1,1,11,2018,58
high,Documentary,7.0,Bengali,10/15/2020,35,documentary,Rooting for Roona,7.1,1,10,2020,41
high,Psychological thriller,7.0,English,9/16/2020,129,thriller,The Devil All the Time,7.1,1,9,2020,138
high,Drama,7.0,English,1/29/2021,105,drama,The Dig,7.1,1,1,2021,112
high,Documentary,7.0,English,7/24/2019,105,documentary,The Great Hack,7.1,1,7,2019,114
high,Drama,7.0,English,1/22/2021,117,drama,The White Tiger,7.1,1,1,2021,125
high,Romantic comedy,7.0,English,8/17/2018,94,romantic,To All the Boys I've Loved Before,7.1,1,8,2018,99
high,Documentary,7.0,English,9/30/2020,82,documentary,American Murder: The Family Next Door,7.2,1,9,2020,82
high,Documentary,7.0,English,9/23/2016,94,documentary,Audrie & Daisy,7.2,1,9,2016,98
high,Drama,7.0,Khmer/English/French,9/15/2017,129,drama,First They Killed My Father,7.2,1,9,2017,136
high,Documentary,7.0,English,1/18/2019,94,documentary,Fyre: The Greatest Party That Never Happened,7.2,1,1,2019,97
high,Documentary,7.0,English,10/28/2016,105,documentary,Into the Inferno,7.2,1,10,2016,107
high,Documentary,7.0,English,4/10/2020,82,documentary,LA Originals,7.2,1,4,2020,92
high,Documentary,7.0,English/Hindi,3/8/2018,35,documentary,Ladies First,7.2,1,3,2018,39
high,Romantic comedy,7.0,Hindi,2/14/2018,129,romantic,Love per Square Foot,7.2,1,2,2018,133
high,Drama-Comedy,7.0,English,2/22/2019,82,drama,Paddleton,7.2,1,2,2019,89
high,Drama,7.0,English,10/5/2018,117,drama,Private Life,7.2,1,10,2018,124
high,Coming-of-age comedy-drama,7.0,Spanish,10/18/2019,94,drama,Seventeen,7.2,1,10,2019,99
high,Drama,7.0,Tamil,5/1/2018,94,drama,Sometimes,7.2,1,5,2018,101
high,Crime drama,7.0,Hindi,1/18/2019,94,drama,Soni,7.2,1,1,2019,97
high,Comedy,7.0,English,10/9/2020,117,comedy,The 40-Year-Old Version,7.2,1,10,2020,124
high,Drama,7.0,Marathi,4/30/2021,129,drama,The Disciple,7.2,1,4,2021,129
high,Documentary,7.0,Portuguese,6/19/2019,117,documentary,The Edge of Democracy,7.2,1,6,2019,121
high,Historical drama,7.0,English,11/1/2019,129,drama,The King,7.2,1,11,2019,140
high,Making-of,7.0,English,10/29/2019,12,other,The Road to El Camino: A Breaking Bad Movie,7.2,1,10,2019,13
high,War,7.0,English,10/7/2016,105,other,The Siege of Jadotville,7.2,1,10,2016,108
high,Documentary,7.0,English,8/10/2018,0,documentary,Zion,7.2,1,8,2018,11
high,Biopic,7.0,English,10/25/2019,117,biopic,Dolemite Is My Name,7.3,1,10,2019,118
high,Crime drama,7.0,English,10/11/2019,117,drama,El Camino: A Breaking Bad Movie,7.3,1,10,2019,121
high,Documentary,7.0,English,9/13/2016,23,documentary,Extremis,7.3,1,9,2016,24
high,Documentary,7.0,English,7/17/2020,94,documentary,Father Soldier Son,7.3,1,7,2020,100
high,Documentary,7.0,English,5/12/2017,94,documentary,Get Me Roger Stone,7.3,1,5,2017,101
high,Drama,7.0,Spanish,5/27/2020,94,drama,I'm No Longer Here,7.3,1,5,2020,105
high,Documentary,7.0,Spanish/English,7/8/2020,94,documentary,Mucho Mucho Amor: The Legend of Walter Mercado,7.3,1,7,2020,96
high,Animation,7.0,English,10/13/2020,47,animation,Octonauts & the Great Barrier Reef,7.3,1,10,2020,47
high,Action-adventure,7.0,English/Korean,6/28/2017,117,adventure,Okja,7.3,1,6,2017,121
high,Crime drama,7.0,Italian,9/12/2018,94,drama,On My Skin,7.3,1,9,2018,100
high,Thriller,7.0,Hindi,7/31/2020,140,thriller,Raat Akeli Hai,7.3,1,7,2020,149
high,Documentary,7.0,English/Spanish,1/11/2019,58,documentary,ReMastered: Massacre at the Stadium,7.3,1,1,2019,64
high,Documentary,7.0,English,2/8/2019,58,documentary,ReMastered: The Two Killings of Sam Cooke,7.3,1,2,2019,64
high,Documentary,7.0,English/Arabic,10/28/2020,105,documentary,Secrets of the Saqqara Tomb,7.3,1,10,2020,114
high,Animation / Short,7.0,English,3/8/2020,12,animation,Sitara: Let Girls Dream,7.3,1,3,2020,15
high,Documentary,7.0,English/Mandarin,10/14/2016,70,documentary,Sky Ladder: The Art of Cai Guo-Qiang,7.3,1,10,2016,79
high,Documentary,7.0,English/Russian,4/29/2016,82,documentary,Team Foxcatcher,7.3,1,4,2016,90
high,Western,7.0,English,11/16/2018,129,western,The Ballad of Buster Scruggs,7.3,1,11,2018,132
high,Documentary,7.0,English,10/6/2017,94,documentary,The Death and Life of Marsha P. Johnson,7.3,1,10,2017,105
high,Comedy-drama,7.0,English,6/24/2016,94,drama,The Fundamentals of Caring,7.3,1,6,2016,97
high,Documentary,7.0,English,5/22/2015,82,documentary,The Other One: The Long Strange Trip of Bob Weir,7.3,1,5,2015,83
high,Documentary,7.0,English,8/21/2019,105,documentary,American Factory,7.4,1,8,2019,110
high,Documentary,7.0,English,11/1/2019,35,documentary,Fire in Paradise,7.4,1,11,2019,39
high,Documentary,7.0,English,9/29/2017,35,documentary,Long Shot,7.4,1,9,2017,40
high,Documentary,7.0,English,1/31/2020,82,documentary,Miss Americana,7.4,1,1,2020,85
high,Documentary,7.0,English/Hindi,2/12/2019,23,documentary,Period. End of Sentence.,7.4,1,2,2019,26
high,Concert Film,7.0,English,11/25/2020,82,music,Shawn Mendes: Live in Concert,7.4,1,11,2020,87
high,Documentary,7.0,English,10/26/2018,94,documentary,Shirkers,7.4,1,10,2018,97
high,Documentary,7.0,English,6/7/2019,117,documentary,The Black Godfather,7.4,1,6,2019,118
high,Aftershow / Interview,7.0,English,11/27/2019,12,variety,The Irishman: In Conversation,7.4,1,11,2019,23
high,Documentary,7.0,English,7/29/2020,35,documentary,The Speed Cubers,7.4,1,7,2020,40
high,Documentary,7.0,English,11/2/2018,94,documentary,They'll Love Me When I'm Dead,7.4,1,11,2018,98
high,Documentary,7.0,English,7/17/2015,70,documentary,Tig,7.4,1,7,2015,80
high,Concert Film,7.0,English,11/22/2017,105,music,"Barbra: The Music, The Mem'ries, The Magic!",7.5,1,11,2017,108
high,Documentary,7.0,Korean,10/14/2020,70,documentary,Blackpink: Light Up the Sky,7.5,1,10,2020,79
high,Documentary,7.0,English,9/7/2018,70,documentary,City of Joy,7.5,1,9,2018,74
high,Documentary,7.0,English,10/2/2020,82,documentary,Dick Johnson Is Dead,7.5,1,10,2020,90
high,Documentary,7.0,English,4/17/2019,129,documentary,Homecoming: A Film by Beyonce,7.5,1,4,2019,137
high,Animation / Science Fiction,7.0,English,8/16/2019,70,science fiction,Invader Zim: Enter the Florpus,7.5,1,8,2019,71
high,Documentary,7.0,English,,94,documentary,Joan Didion: The Center Will Not Hold,7.5,1,,,98
high,Variety show,7.0,English,12/24/2019,58,variety,John Mulaney & the Sack Lunch Bunch,7.5,1,12,2019,70
high,Documentary,7.0,English,9/13/2018,94,documentary,Reversing Roe,7.5,1,9,2018,99
high,Documentary,7.0,English,,35,documentary,The White Helmets,7.5,1,,,40
high,Documentary,7.5,English,6/24/2020,94,documentary,Athlete A,7.6,1,6,2020,104
high,Anthology/Dark comedy,7.5,Hindi,11/12/2020,140,comedy,Ludo,7.6,1,11,2020,149
high,Documentary,7.5,English,9/21/2018,117,documentary,Quincy,7.6,1,9,2018,124
high,Documentary,7.5,English,6/12/2019,140,documentary,Rolling Thunder Revue: A bob Dylan Story by Martin Scorsere,7.6,1,6,2019,144
high,Documentary,7.5,English,10/18/2019,82,documentary,Tell Me Who I Am,7.6,1,10,2019,85
high,Documentary,7.5,English,7/27/2018,94,documentary,The Bleeding Edge,7.6,1,7,2018,100
high,Documentary,7.5,English,9/9/2020,94,documentary,The Social Dilemma,7.6,1,9,2020,94
high,Drama,7.5,English,12/20/2019,117,drama,The Two Popes,7.6,1,12,2019,125
high,Documentary,7.5,English,6/26/2015,82,documentary,"What Happened, Miss Simone?",7.6,1,6,2015,84
high,Drama,7.5,Hindi,2/21/2020,117,drama,Yeh Ballet,7.6,1,2,2020,117
high,Musical / Short,7.5,English,6/27/2019,12,musical,Anima,7.7,1,6,2019,15
high,War drama,7.5,English/Akan,10/16/2015,129,drama,Beasts of No Nation,7.7,1,10,2015,136
